itemname,iteminfo,itemprice
Mercedes-Benz c-class Coupe 2001,"131,244km, Sedan, 1998cc petrol engine, automatic","$4,499"
Mazda Premacy Twin electric rear doors 2008,"111,762km, RV/SUV, 1998cc petrol engine, automatic",
Toyota Hilux SR5 Pre Runner 4x2 Auto 2017,"< 1000km, Ute, 2755cc diesel engine, automatic","$38,990"
Nissan X-Trail X trail 2014,"68,000km, RV/SUV, 2000cc petrol engine","$19,995"
Honda CRX SIR 1998,"54,842km, Coupe, 1595cc petrol engine, manual","$7,980"
Toyota Hilux 4x4 Doublecab Flatdeck 2011,"104,000km, Ute, 2982cc diesel engine, manual","$29,990"
Mercedes-Benz B 200 CDI - NZ New 2012,"34,900km, Hatchback, 1796cc diesel engine, automatic","$24,990"
Mercedes-Benz SLK 350 Slk350 2006,"63,591km, Coupe, 3490cc petrol engine, automatic","$17,445"
Toyota Hiace Super GL Black Diesel 2008,"172,262km, Van, 3000cc diesel engine, automatic",
Toyota Hilux SR5 Doublecab 4x4 2013,"73,740km, Ute, 2982cc diesel engine, manual","$37,990"
Toyota Celica Coupe 2001,"101,568km, Coupe, 1796cc petrol engine, automatic","$6,999"
Nissan Skyline CROSSOVER 370GT 4WD 2012,"78,412km, RV/SUV, 3700cc petrol engine, tiptronic","$25,990"
Mercedes-Benz SL 63 AMG Cabriolet - NZ New 2014,"17,100km, Convertible, 5461cc petrol engine, automatic","$139,990"
Toyota Hilux Doublecab 4x4 Flatdeck 2016,"42,000km, Ute, 2755cc diesel engine, manual","$41,990"
Suzuki Vitara TURBO 1.4 2WD 5DR AUTO 2016,"< 1000km, RV/SUV, 1400cc petrol engine, automatic","$30,990"
Toyota Hiace Regius Ace 10'Seater Super GL 2007,"148,305km, Van, 1998cc petrol engine, automatic",
Ford Escape 2001,"200,541km, RV/SUV, 2967cc petrol engine, automatic",
Subaru Legacy AWL 2004,"189,000km, Station Wagon, 1994cc petrol engine, automatic",
Holden Commodore 2008,"253,000km, Sedan, 3600cc petrol engine, automatic",
Honda Accord Euro 2006,"158,000km, Sedan, 2354cc petrol engine, automatic",
Mazda MPV 2002,"208,189km, RV/SUV, 2967cc petrol engine, automatic",
Nissan March 1.3L 5D 4AUTO 2007,"90,852km, Hatchback, 1240cc petrol engine, automatic","$7,995"
Volkswagen Polo Vw Polo NO DEPOSIT FINANCE... 2011,"31,000km, Hatchback, 1200cc petrol engine, automatic","$11,990"
Subaru Legacy Touring Wagon NO DEPOSIT FIN... 2005,"27,000km, Station Wagon, 2000cc, automatic","$8,990"
Holden Commodore SV6 SEDAN AT 2010,"183,210km, Sedan, 3564cc petrol engine, automatic","$18,995"
Ford Escape SPORT UTI TREND 1.5L FWD 6A PE... 2017,"1,500km, RV/SUV, 1500cc petrol engine, automatic","$35,995"
Mazda Tribute 3.0L 5D V6 Auto 2000,"143,136km, RV/SUV, 2960cc petrol engine, automatic","$7,995"
Nissan Juke 2011,"54,549km, RV/SUV, 1500cc petrol engine, automatic","$11,900"
Holden Commodore SV6 2006,"171,337km, Ute, 3565cc petrol engine, automatic","$16,995"
Honda Accord NO DEPOSIT FINANCE T.A.P 2007,"25,000km, Sedan, 2000cc petrol engine, automatic","$9,990"
Nissan 370Z COUPE 2017,"< 1000km, Coupe, 3696cc petrol engine, automatic","$53,995"
BMW i8 2015,"8,500km, Coupe, 1499cc, automatic","$149,990"
Nissan Dualis 20G 2013,"34,000km, RV/SUV, 2000cc petrol engine, automatic","$20,995"
Jaguar S-Type S Type 2006,"57,620km, Sedan, 3000cc petrol engine, automatic","$12,980"
Volkswagen Passat TSI 206kW R-line 2016,"17,400km, Station Wagon, 1984cc petrol engine, automatic","$56,995"
Holden Captiva LS EQUIPE 2017,"< 1000km, RV/SUV, 2384cc petrol engine, automatic","$33,995"
Land Rover Range Rover 4WD 2007,"163,428km, RV/SUV, 4398cc petrol engine, automatic","$28,980"
Mazda CX-5 F 2WD GSX 2.0 6AT PETROL 2017,"1,800km, RV/SUV, 2000cc petrol engine, automatic","$38,995"
Toyota Hilux SR5 2005,"239,700km, Ute, 3000cc diesel engine, automatic","$25,999"
Volkswagen Touareg TDI 250KW 2017,"3,700km, RV/SUV, 4134cc diesel engine, automatic","$119,995"
Nissan Dualis *ON SALE* 2008,"63,000km, RV/SUV, 2000cc petrol engine, automatic","$12,500"
Nissan Pathfinder ST-L 2017,"< 1000km, RV/SUV, 3498cc petrol engine, automatic","$56,995"
Nissan Navara ST 2017,"< 1000km, Ute, 2298cc diesel engine","$38,995"
Mazda Demio sport 2008,"106,362km, Hatchback, 1498cc petrol engine, automatic","$8,500 "
BMW X5 4.8I Sport V8 2007,"117,000km, RV/SUV, 4798cc petrol engine, automatic",
Ford Falcon Auii Xr8 4Fa 2001,"202,234km, Sedan, 4942cc petrol engine, automatic",
Mercedes-Benz C 200 C200 ESPRIT 1999,"279,727km, Station Wagon, 1998cc petrol engine","$4,995"
Mercedes-Benz CLK 200 KOMPRESSOR 2001,"139,404km, Coupe, 1998cc petrol engine, automatic","$7,995"
Mazda CX-5 XD 2012,"114,426km, RV/SUV, 2200cc diesel engine, automatic","$18,999"
Mazda Demio 1.4L 5D 3AUTO w/o Mobility H/Back 2002,"103,034km, Hatchback, 1320cc petrol engine, automatic","$5,995"
Ford Falcon AU FMT GHIA 6C 1998,"216,529km, Sedan, 3984cc petrol engine, automatic","$3,995"
Mercedes-Benz GL 350 CDI 4MATIC - NZ New 2010,"60,800km, RV/SUV, 2987cc diesel engine, automatic","$59,990"
BMW M3 2008,"105,924km, Sedan, 4000cc petrol engine, automatic","$44,990"
Toyota Levin Levin 1995,"190,300km, Coupe, 1498cc petrol engine, automatic",
Toyota Wish 2004,"86,000km, RV/SUV, 1794cc petrol engine, automatic",
Mazda RX-8 SPORTS 2005,"75,224km, Coupe, 1308cc petrol engine, automatic",
Mazda RX-8 2006,"111,603km, Coupe, 1308cc petrol engine, automatic","$5,500 "
Mercedes-Benz S 63 AMG Coupe - NZ New 2015,"13,700km, Coupe, 5461cc petrol engine, automatic","$199,990"
Audi A3 1.8 2003,"85,000km, Hatchback, 1780cc petrol engine","$5,200 "
Honda CR-V Rvi Wag 2003,"117,000km, RV/SUV, 2354cc petrol engine, manual",
Mazda Atenza 2002,"193,798km, Hatchback, 2260cc petrol engine, automatic",
BMW 335i 3L twin turbo 2007,"91,750km, Coupe, 2979cc petrol engine, tiptronic",
Toyota BB 2007,"101,000km, Hatchback, 1300cc petrol engine, automatic","$5,100 "
Porsche 911 Carrera 1999,"129,000km, Convertible, 3400cc petrol engine, manual",
Audi A4 Tdi Quattro S Line 2008,"108,811km, Sedan, 3000cc diesel engine, automatic",
Nissan Bluebird Sylphy 2010,"7,731km, Sedan, 1997cc petrol engine, automatic",
Suzuki Wagon R 2011,"136,914km, Hatchback, 650cc petrol engine, automatic",
Audi TT Roadster 2000,"172,000km, Convertible, 1781cc petrol engine, manual",
Toyota Hilux Td Dc 2011,"189,424km, Ute, 2982cc diesel engine, manual",
Ford Falcon Bf2 Xr6 2007,"223,778km, Sedan, 3984cc petrol engine, automatic",
Toyota Hiace 9 SEATER 2015,"23,412km, Van, 2000cc petrol engine",
Subaru Legacy B4 2004,"157,122km, Sedan, 1994cc petrol engine, tiptronic",
Mazda Premacy 20S / Electric Doors / Auto ... 2008,"66,600km, Van, 2000cc petrol engine, tiptronic","$13,440"
Toyota Yaris YR 2014,"44,185km, Hatchback, 1298cc petrol engine, automatic","$13,490"
Toyota Yaris 2008,"81,090km, Hatchback, 1298cc petrol engine, manual",
Toyota Corolla GLX 1.8L 4 Door Sedan 2014,"30,593km, Sedan, 1798cc petrol engine, automatic","$22,990"
Honda HR-V Sport 2017,"4,683km, RV/SUV, 1799cc petrol engine, automatic","$37,900"
Suzuki Swift *ON SALE* 2006,"60,000km, Hatchback, 1300cc petrol engine, automatic","$6,995"
Suzuki S-Cross Free Servicing & Warranty! 2015,"14,200km, RV/SUV, 1586cc petrol engine, automatic","$24,990"
Toyota Auris 2006,"52,530km, Hatchback, 1797cc petrol engine, automatic","$7,990"
Ford Ranger TD XLT DS W/S Auto 2WD 2015,"39,312km, Ute, 3199cc diesel engine, automatic",
Honda Odyssey Absolute 2005,"69,685km, Station Wagon, 2400cc petrol engine, automatic",
Nissan Elgrand from $65 per week 2000,"169,410km, RV/SUV, 3498cc petrol engine, automatic",
Mazda 323 1991,"229,000km, Sedan, petrol engine, automatic",
Ford Territory TS 7 Seater from $108 per week 2010,"125,338km, RV/SUV, 3984cc petrol engine, automatic",
Mercedes-Benz ML 320 Cdi from $136 per week 2006,"142,190km, RV/SUV, 2987cc diesel engine, automatic",
Honda Fit 1.5 SPORT 2005,"133,250km, Hatchback, 1496cc petrol engine, automatic",
Holden Captiva CX from $110 per week 2012,"147,287km, RV/SUV, 2997cc petrol engine, automatic",
Jaguar XJ6 LOW KMS 2006,"45,000km, Sedan, 2960cc petrol engine, automatic","$17,800"
Audi A3 2.0L TFSI Sportsback Amazing Deal!! 2005,"117,581km, Hatchback, 1980cc petrol engine, tiptronic",
Ford Escape XLT 2001,"151,000km, RV/SUV, 2960cc petrol engine, automatic","$4,800 "
Nissan Tiida - from $32.26 weekly - Christ... 2005,"53,457km, Hatchback, 1500cc petrol engine, automatic","$5,474"
Toyota Corolla GX 1.5P WAGON5 CVT 2010,"178,604km, Station Wagon, 1496cc petrol engine","$7,995"
Hyundai Coupe Fx 2004,"103,500km, Coupe, 2656cc petrol engine, tiptronic","$8,995"
Suzuki Swift Ddis 2013,"85,391km, Hatchback, 1248cc diesel engine, manual",
Honda Stream RSZ (7 Seater) 2008,"69,818km, Station Wagon, 1800cc petrol engine, automatic","$9,990"
Honda Odyssey M AERO PKG EXCELLENT CONDITION 2006,"104,607km, Station Wagon, 2350cc petrol engine, automatic","$7,790"
Volkswagen Golf TSI 2010,"115,633km, Hatchback, 1400cc petrol engine, automatic","$9,990"
Isuzu D-Max Ls Manual Dc 4Wd 2014,"41,000km, Ute, 2999cc diesel engine, manual","$38,990"
Holden Captiva LX AWD V6 2013,"41,413km, RV/SUV, 2997cc petrol engine","$29,990"
Nissan Juke 15RX 2010,"60,284km, Hatchback, 1500cc petrol engine, automatic","$12,799"
Honda Stream RSZ (7 Seater) 2008,"127,965km, Station Wagon, 1800cc petrol engine, automatic","$8,990"
Toyota Hilux SR5 TD Double Cab 4WD 2014,"94,972km, Ute, 2982cc diesel engine","$38,990"
Skoda Octavia Scout Tdi Dsg 2012,"141,000km, Station Wagon, 1968cc diesel engine, automatic","$15,990"
Toyota Dyna 5 Door AA APPRAISED 2012,"72,960km, Van, 4000cc diesel engine, manual","$24,995"
Honda Stream RSZ ** PARKING SENSORS**REVER... 2008,"107,000km, Station Wagon, 1800cc petrol engine, automatic","$7,990"
Mazda Demio - from $30.02 weekly - Wairau ... 2004,"36,738km, Hatchback, 1340cc petrol engine, automatic","$4,974"
Nissan Note - from $30.02 weekly - Wairau ... 2008,"93,338km, Hatchback, 1490cc petrol engine, automatic","$4,974"
Nissan March - from $30.02 weekly - Wairau... 2005,"81,086km, Hatchback, 1200cc petrol engine, automatic","$4,974"
Nissan Teana MAXIMA - from $30.02 weekly -... 2006,"132,778km, Sedan, 2300cc petrol engine, automatic","$4,974"
Toyota Corolla Runx 1.8s (Low Kms) 2004,"51,000km, Hatchback, 1800cc petrol engine, automatic","$8,999"
Holden HSV Maloo VZ Ute 2006,"101,987km, Ute, 6000cc petrol engine, automatic","$31,990"
Toyota Hilux Surf 4WD SSR-X 20th Anniversary 2004,"137,200km, RV/SUV, 2693cc petrol engine, automatic","$14,995"
Honda Fit Jazz New Shape - from $34.51 wee... 2008,"79,778km, Hatchback, 1300cc petrol engine, automatic","$5,974"
Mazda Atenza 25S Low kms 2008,"71,000km, Hatchback, 2500cc petrol engine, tiptronic","$12,500"
Subaru Impreza Manual 5 Speed 18'' Wheels New 2008,"85,000km, Hatchback, 1500cc, manual",
Honda CR-V 1996,"148,540km, RV/SUV, 1970cc petrol engine, automatic","$3,999"
Nissan Elgrand 2006,"143,000km, Van, 2600cc petrol engine, automatic","$7,500 "
Subaru Legacy TOURING WAGON 2004,"99,958km, Station Wagon, 1990cc petrol engine, automatic","$5,950"
Mazda Axela HATCHBACK LOW 88KM SPECIAL 2004,"88,700km, Hatchback, 1500cc petrol engine, automatic","$6,940"
Mazda Axela 3 New Shape - from $56.97 week... 2009,"65,994km, Hatchback, 1490cc petrol engine, automatic","$10,974"
Mazda 6 GLX Wagon 2.0 Petrol A6 2017,"< 1000km, Station Wagon, 1998cc petrol engine, automatic","$36,990"
Honda Fit Jazz New Shape - from $39.00 wee... 2008,"46,269km, Hatchback, 1300cc petrol engine, automatic","$6,974"
Toyota Altezza 2002,"209,500km, Sedan, 1988cc petrol engine, automatic",
Holden Commodore VN LS 1991,"435,000km, Station Wagon, 3800cc petrol engine, automatic",
Toyota MARK-X Zio 240Z 2007,"129,000km, Station Wagon, 2400cc petrol engine, tiptronic",
Jaguar XKR 4.2 SUPERCHARGED 2007,"121,615km, Coupe, 4190cc petrol engine, automatic",
Nissan Caravan DX 5 Doors 2010,"130,000km, Van, 2000cc petrol engine, automatic",
Land Rover Freelander Suv 2008,"242,799km, RV/SUV, 2179cc diesel engine, automatic",
Toyota Auris 150X 2008,"91,000km, Hatchback, 1500cc petrol engine, automatic",
Mazda ATENZA 20C Sedan 2012,"77,000km, Sedan, 2000cc petrol engine, tiptronic",
Lexus GS 350 V6 2005,"108,000km, Sedan, 3500cc petrol engine, tiptronic",
Jeep Cherokee Sport 2003,"208,400km, RV/SUV, 3700cc petrol engine, automatic",
Nissan Presage V 2005,"111,000km, Van, 2500cc petrol engine, automatic",
Kia Rio Lx 2010,"80,000km, Hatchback, 1599cc petrol engine, automatic",
"Volkswagen Touareg V6, GRADE 4.5, LOW KMS 2008","70,250km, RV/SUV, 3600cc petrol engine, automatic",
Toyota Avensis Xi Wagon 2006,"105,000km, Station Wagon, 2000cc petrol engine, tiptronic",
Subaru LEGACY 2.0 GT FACELIFT SI DRIVE 2007,"115,000km, Station Wagon, 2000cc petrol engine, automatic",
Mazda Axela MPS Turbo 6 Speed Manual 2008,"123,033km, Hatchback, 2260cc petrol engine, manual",
Honda STREAM 2007,"102,000km, Station Wagon, 1800cc petrol engine, automatic",
Nissan Caravan 5 DOORS 2009,"119,000km, Van, 2000cc petrol engine, automatic",
Honda Odyssey Absolute New Shape 2014,"44,850km, Station Wagon, 2400cc petrol engine, automatic",
Nissan SKYLINE 250GT 2006,"103,000km, Sedan, 2500cc petrol engine, tiptronic",
Mazda ATENZA 23Z MANUAL 6 SPEED 2006,"113,000km, Other, 2300cc petrol engine, manual",
Suzuki Splash 1300cc 2009,"92,000km, Hatchback, 1300cc petrol engine, automatic",
Nissan Tiida Latio 2011,"76,000km, Sedan, 1500cc petrol engine, automatic",
Honda step wagon 2400cc HIGH SPEC 2005,"131,935km, Van, 2400cc petrol engine, automatic",
Nissan Primera 2001,"128,000km, Sedan, 2000cc petrol engine, automatic",
Toyota Camry Very Tidy+ Free 2 Yrs Warranty 2006,"77,400km, Sedan, 2362cc petrol engine, automatic",
Mazda Demio Casual 2005,"80,000km, Hatchback, 1300cc petrol engine, automatic",
Mazda ATENZA 25EX 2008,"74,000km, Sedan, 2500cc petrol engine, tiptronic",
Nissan Elgrand Highway Star 2005,"121,000km, RV/SUV, 2495cc petrol engine, automatic",
"Mazda Atenza 25Z CRUISE CONTROL,18,000KMS 2009","18,200km, Other, 2500cc petrol engine, automatic",
Nissan Bluebird Sylphy Good Dahsboard 2006,"24,000km, Sedan, 2000cc petrol engine, automatic",
Nissan Cube 15M 2008,"83,000km, Hatchback, 1500cc petrol engine, automatic",
Mercedes-Benz E 220 D AMG AS NEW 2016,"6,400km, Sedan, 2000cc diesel engine, automatic",
Subaru LEGACY GT-WAGON 2005,"155,000km, Station Wagon, 2000cc petrol engine, automatic",
BMW 320i Highline Black Leather 2005,"68,656km, Sedan, 2000cc petrol engine, automatic",
Nissan MURANO 350XV 2WD 2006,"126,000km, RV/SUV, 3500cc petrol engine, tiptronic",
Lexus GS 430 GS430 V8 TOP SPEC 2006,"78,000km, Sedan, 4300cc petrol engine, tiptronic",
Volkswagen Golf GTI 6 SPEED MANUAL 2005,"172,000km, Hatchback, 2000cc petrol engine, manual",
Toyota VITZ F ADVANCE ED 76755KM 2007,"76,755km, Hatchback, 1300cc petrol engine, automatic",
Toyota Kluger 2.4 S 7 Seater 2004,"119,540km, RV/SUV, 2400cc petrol engine, automatic",
Nissan Tiida Latio 2011,"54,000km, Sedan, 1500cc petrol engine, automatic",
Subaru LEGACY 2.5 SPORT WAGON 2007,"89,000km, Station Wagon, 2500cc petrol engine, automatic",
Honda ACCORD WAGON 24TL 2009,"128,000km, Station Wagon, 2400cc petrol engine, automatic",
"Toyota Sienta 7 seats, back monitor 2006","109,850km, Hatchback, 1500cc petrol engine, automatic","$4,950"
Nissan March Super low kms!! 2005,"13,331km, Hatchback, 1200cc petrol engine, automatic","$6,450"
Mazda Demio 13C-V Low KM 2011,"88,000km, Hatchback, 1300cc petrol engine, automatic",
Mitsubishi Outlander 24G 4WD 5 Seater 2007,"95,155km, RV/SUV, 2400cc petrol engine, automatic","$11,850"
Mazda Axela 20S FACELIFT 2006,"81,401km, Hatchback, 2000cc petrol engine, automatic","$10,950"
Toyota Blade 8 SRS Reverse Camera 2008,"101,274km, Hatchback, 2400cc petrol engine, automatic","$8,450"
Subaru Outback 2.5L Cruise Control 2004,"81,159km, Station Wagon, 2500cc petrol engine, tiptronic","$8,950"
Ford Falcon BF XR6 2006,"107,111km, Sedan, 3984cc petrol engine, automatic","$12,990"
Nissan Navara RX S/Cab Alloys + flatdeck B... 2017,"4,800km, Ute, 2298cc diesel engine, manual","$32,991"
Ford Falcon FG G6 Showroom Condition 2008,"87,140km, Sedan, 3984cc petrol engine, tiptronic","$14,880"
Honda CR-V Sport Navigation **NZ New** 2016,"11,409km, RV/SUV, 2354cc petrol engine, automatic","$38,990"
BMW X1 S Drive 18i *Only 29KM * 2013,"29,510km, RV/SUV, 2000cc petrol engine, automatic","$24,950"
Holden Cruze Equipe 2013,"43,700km, Sedan, 1796cc petrol engine, tiptronic","$13,990"
Nissan Tiida Latio 2006,"52,919km, Sedan, 1498cc petrol engine, automatic","$7,990"
Mitsubishi Colt Ralli Art version R Turbo 2008,"91,700km, Hatchback, 1460cc petrol engine, automatic","$9,780"
Toyota RAV4 V 1996,"275,000km, Station Wagon, 1990cc petrol engine, automatic","$2,250"
Toyota Yaris Hatch Auto 5 Door 2014,"35,150km, Hatchback, 1298cc petrol engine, automatic","$14,490"
Toyota Blade G 2.4 5 Door Hatch 2007,"67,600km, Hatchback, 2400cc petrol engine, automatic","$9,900"
Mitsubishi Colt 1.5P 5DR HATCH 2005,"113,700km, Hatchback, 1468cc petrol engine, automatic","$7,990"
Toyota Hiace DX LONG 2013,"70,524km, Van, 1990cc petrol engine, automatic","$31,000"
Toyota Corolla FIELDER 2008,"120,282km, Station Wagon, 1790cc petrol engine, automatic","$10,990"
Mazda Premacy 20CS 2008,"85,364km, Station Wagon, 1990cc petrol engine, automatic","$11,500"
Nissan Sunny ** New wof + rego ** 1997,"166,550km, Sedan, 1500cc petrol engine, manual","$2,350"
Honda Stream G 2007,"73,966km, Van, 1800cc petrol engine, automatic","$9,995"
Suzuki SX4 Glxhb 2010,"123,106km, Hatchback, 1995cc petrol engine, manual","$9,500 "
Suzuki Aerio Low kms 2001,"66,690km, Hatchback, 1490cc petrol engine, automatic",
Ford Falcon Fg Xr6 2008,"132,000km, Sedan, 3984cc petrol engine, automatic","$14,995"
Nissan Murano PRE-ARRIVAL SALE 2005,"124,000km, RV/SUV, 3498cc petrol engine, automatic",
Mitsubishi Outlander 2.0 PHEV 2014,"32,212km, Station Wagon, 1998cc, automatic","$33,990"
Honda Odyssey SN 2014,"33,070km, Station Wagon, 2354cc petrol engine, automatic","$28,900"
BMW X5 XDRIVE25D 7-Seater 2014,"29,700km, RV/SUV, 1995cc diesel engine, automatic","$74,990"
Honda Jazz RS 2017,"7,000km, Hatchback, 1496cc petrol engine, automatic","$26,900"
Honda Jazz RS Sport 2014,"23,042km, Hatchback, 1496cc petrol engine, manual","$20,900"
Ford Transit CUSTOM 2.0TDCi SWB DUAL SIDE DR 2017,"< 1000km, Van, 2000cc diesel engine, manual","$45,890"
Holden Captiva 2014 CG MY14 5 LTZ Wagon 5d... 2014,"52,010km, Station Wagon, 2384cc, automatic","$24,995"
Mitsubishi Mirage 1.2P Ls 5Dr Hatch A 2015,"33,198km, Hatchback, 1198cc petrol engine, automatic",
Mitsubishi Colt FREE ON ROAD COSTS 2006,"70,347km, Hatchback, 1295cc petrol engine, automatic","$6,940"
Hyundai iLoad 2012 CRDi Van 5dr Man 5sp 11... 2012,"66,409km, Van, 2497cc diesel engine, manual","$28,995"
"Suzuki Swift Bluetooth, Low KM 2011","37,249km, Hatchback, 1200cc petrol engine, automatic",
Ford Escape XLT 2006,"101,350km, Station Wagon, 2260cc petrol engine",
Lexus ES 300 1999,"379,000km, Sedan, 2995cc petrol engine, automatic","$2,900 "
Citroen ZX 1995,"215,756km, Hatchback, 1760cc petrol engine",
Suzuki Swift 2008,"51,000km, Hatchback, 1300cc petrol engine, automatic",
Toyota Windom 2002,"196,643km, Sedan, 2994cc petrol engine, automatic","$1,600"
Toyota Vitz 2007,"85,163km, Hatchback, 1290cc petrol engine, automatic",
Mazda MPV 23T **Only 39kms** 2006,"39,200km, Station Wagon, 2300cc petrol engine, automatic",
Nissan 350Z Fairlady Z pre arrival 2005,"62,000km, Coupe, 3500cc petrol engine, tiptronic",
Toyota Corolla Spacio XG adition 7seater 2006,"88,000km, Hatchback, 1800cc, tiptronic",
Mitsubishi Colt Colt Plus 2006,"63,859km, Hatchback, 1500cc petrol engine, automatic",
Toyota Estima Aeras G Edition 7 seater 2004,"105,000km, Van, 2400cc petrol engine, tiptronic",
Toyota Wish 7 seater 2005,"127,000km, Van, 2000cc petrol engine",
Honda Airwave Sunroof 2006 2005,"111,000km, Station Wagon, 1500cc petrol engine, automatic",
Toyota Estima G 7 seater 2006,"119,000km, Van, 2400cc petrol engine, tiptronic",
